simple_sku,brand,product_name,price,discounted_price,cat_m,parent_of_cat_1,category_1,picture_url,URL
GE526HBAFCOIANPH-297061,Unbranded,Belly Burner Weight Loss Belt- (Black),695.00,180.20,Health & Beauty,Beauty Tools,Body Slimming & Electric Massagers,http://srv-live.lazada.com.ph/p/image-417942-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbelly-burner-weight-loss-belt-black-249714.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAF9BWANPH-291740,Beacon,Beacon Solar Home Lighting System,4999.75,1997.00,Home & Living,Lighting,Outdoor Lighting,http://srv-live.lazada.com.ph/p/image-273542-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbeacon-solar-home-lighting-system-245372.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
LI914HLAFB2QANPH-294398,Lifestyle,Lifestyle CN9708M Loaf Pan Set of 2 (Black),489.75,370.00,Home & Living,Kitchen & Dining,Bakeware,http://srv-live.lazada.com.ph/p/image-436742-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Flifestyle-cn9708m-loaf-pan-set-of-2-black-247634.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAFB7TANPH-294657,Generic,Self Stirring Coffee Mug Gift Set of 4 (Multicolor),3396.00,519.97,Home & Living,Kitchen & Dining,Tableware,http://srv-live.lazada.com.ph/p/image-718742-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fself-stirring-coffee-mug-gift-set-of-4-multicolor-247817.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
LI914HLAFFAFANPH-301578,Lifestyle,Lifestyle 3-piece Induction Cookware Set,1479.75,999.00,Home & Living,Kitchen & Dining,Cookware,http://srv-live.lazada.com.ph/p/image-590352-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Flifestyle-3-piece-induction-cookware-set-253095.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HBAFKF5ANPH-313483,Unbranded,Hot Shapers M/L (Black),1500.00,445.00,Fashion,Women,Clothing,http://srv-live.lazada.com.ph/p/image-547952-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fhot-shapers-ml-black-259745.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE032HLAFP4CANPH-321953,Generics,Luma Color Changing Candles with Remote Control,1199.00,549.99,Home & Living,Home Decor,Other Home Decorations,http://srv-live.lazada.com.ph/p/image-638562-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fluma-color-changing-candles-with-remote-control-265836.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
CA596ELAFKXUANPH-314228,IQ Durable,Remanufactured Canon CL-811 Ink Cartridge (Tri-Color),495.00,425.00,Computers & Laptops,Printers & Accessories,Ink,http://srv-live.lazada.com.ph/p/image-814062-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fremanufactured-canon-cl-811-ink-cartridge-tri-color-260418.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
CA596ELAFKY4ANPH-314238,IQ Durable,Remanufactured Canon PG-810 Ink Cartridge (Black),425.00,325.00,Computers & Laptops,Printers & Accessories,Ink,http://srv-live.lazada.com.ph/p/image-824062-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fremanufactured-canon-pg-810-ink-cartridge-black-260428.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SA728ELAFISTANPH-310195,SanDisk,SanDisk Cruzer Blade SDCZ50-032G 32GB USB Flash Drive,799.00,485.00,Computers & Laptops,Storage,USB Flash Drives,http://srv-live.lazada.com.ph/p/image-546752-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsandisk-cruzer-blade-sdcz50-032g-32gb-usb-flash-drive-257645.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SA728ELAFJYJANPH-312391,SanDisk,SanDisk SDSDQM-032G Class 4 32GB MicroSDHC Card,899.00,498.00,Cameras,Camera Accessories,Memory cards,http://srv-live.lazada.com.ph/p/image-741952-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsandisk-sdsdqm-032g-class-4-32gb-microsdhc-card-259147.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
WI206HLAFUXCANPH-331232,Wimpex,Wimpex WBT 818 4-Slice Bread Toaster- (White/Violet),739.00,349.00,Home Appliances,Small Kitchen Appliances,Toasters & Sandwich Makers,http://srv-live.lazada.com.ph/p/image-063372-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwimpex-wbt-818-4-slice-bread-toaster-whiteviolet-273360.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
CA807FAAFPPSANPH-322936,CASIO,Casio Quartz Mens Gold Stainless Steel Bracelet Watch DB-360G-9ADF,2495.00,1712.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-806662-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcasio-quartz-mens-gold-stainless-steel-bracelet-watch-db-360g-9adf-266608.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAFVOFANPH-332393,Unbranded,Stone Ceramic Cookware Pan Set (Red),6900.00,1547.52,Home & Living,Kitchen & Dining,Cookware,http://srv-live.lazada.com.ph/p/image-533472-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fstone-ceramic-cookware-pan-set-red-274335.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BA092HBAG3HMANPH-344924,Bare Body Ph,Bare Body Ph Sugar Paste Hair Removal 200g (Regular),280.00,280.00,Health & Beauty,Bath & Body,Hair Removal,http://srv-live.lazada.com.ph/p/image-854482-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbare-body-ph-sugar-paste-hair-removal-200g-regular-284458.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526SPAFUTOANPH-330955,Generic,4-Person Dome Camping Tent,3999.00,544.48,Sports & Outdoors,Outdoor & Adventure,Camping & Hiking,http://srv-live.lazada.com.ph/p/image-822372-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F4-person-dome-camping-tent-273228.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
AM896HLAG8EUANPH-352237,American Star,American Star JCF 4B5L Ceiling Fan (Bright Brass),3717.00,2099.00,Home Appliances,Cooling & Heating,Fans,http://srv-live.lazada.com.ph/p/image-838092-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Famerican-star-jcf-4b5l-ceiling-fan-bright-brass-290838.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
FU271HLAG1QZANPH-342330,Fukuda,Fukuda Teflon Double Burner LPG Gas Stove FGS-28T,899.00,849.00,Home Appliances,Large Appliances,Cooktops,http://srv-live.lazada.com.ph/p/image-302282-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ffukuda-teflon-double-burner-lpg-gas-stove-fgs-28t-282203.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAG9AHANPH-353862,Unbranded,10 Tier Stackable Shoe Rack with Cover (White),1600.00,694.00,Home & Living,Furniture,Hallway & Entry Furniture,http://srv-live.lazada.com.ph/p/image-779192-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F10-tier-stackable-shoe-rack-with-cover-white-291977.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
PR824HBAFZK8ANPH-338739,ProMatrix,Promatrix 7 Multiple Source Protein with Shaker 5lbs (Chocolate),2800.00,1899.00,Health & Beauty,Food Supplements,,http://srv-live.lazada.com.ph/p/image-863972-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fpromatrix-7-multiple-source-protein-with-shaker-5lbs-chocolate-279368.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
LO614ELAGJPUANPH-370835,Logitech,Logitech Z213 Multimedia Speaker,1995.00,1195.00,"TV, Audio / Video, Gaming, Gadgets",Home Audio & Theater,Speakers,http://srv-live.lazada.com.ph/p/image-094503-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Flogitech-z213-multimedia-speaker-305490.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526SPAGGTKANPH-365489,Generic,Ab Abdominal Roller Wheel,1199.00,399.00,Sports & Outdoors,,,http://srv-live.lazada.com.ph/p/image-637103-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fab-abdominal-roller-wheel-301736.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAEAR3ANPH-233395,Unbranded,10-in-1 USB Cable Charger (Black),460.00,199.00,Mobiles & Tablets,Mobile Accessories,Cables,http://srv-live.lazada.com.ph/p/image-955002-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F10-in-1-usb-cable-charger-black-200559.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAEARIANPH-233419,Unbranded,Amazing Shoe Rack Set of 2 (Black),1499.00,497.99,Home & Living,Storage & Organization,Clothes Organising,http://srv-live.lazada.com.ph/p/image-475002-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Famazing-shoe-rack-set-of-2-black-200574.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
IS157HBAGH8UANPH-366155,Ishigaki,Ishigaki Advanced Ultrawhite L-Glutathione 1000mg Bottle of 60 Capsules,1500.00,850.00,Health & Beauty,Food Supplements,,http://srv-live.lazada.com.ph/p/image-682203-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fishigaki-advanced-ultrawhite-l-glutathione-1000mg-bottle-of-60-capsules-302286.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAGAUYANPH-356436,Generic,B-5 Mini Portable Bluetooth Speaker (Silver),10880.00,788.00,"TV, Audio / Video, Gaming, Gadgets",Portable Audio,Portable Speakers,http://srv-live.lazada.com.ph/p/image-010492-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fb-5-mini-portable-bluetooth-speaker-silver-294010.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAFZYOANPH-339413,Generic,USB LED Dancing Water Speaker (Black),1500.00,949.00,"TV, Audio / Video, Gaming, Gadgets",Home Audio & Theater,Speakers,http://srv-live.lazada.com.ph/p/image-888972-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fusb-led-dancing-water-speaker-black-279888.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAGCEFANPH-358843,Unbranded,In-Ear Headset for Smartphones (Black),1000.00,198.00,"TV, Audio / Video, Gaming, Gadgets",Portable Audio,Headphones & Headsets,http://srv-live.lazada.com.ph/p/image-700692-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fin-ear-headset-for-smartphones-black-296007.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELAGCEHANPH-358845,Generic,IN-EAR HEADSET FOR SMARTPHONES(White),999.00,188.00,"TV, Audio / Video, Gaming, Gadgets",Portable Audio,Headphones & Headsets,http://srv-live.lazada.com.ph/p/image-900692-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fin-ear-headset-for-smartphoneswhite-296009.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526FAAGGDAANPH-364888,Unbranded,Security Credit Card Wallet (Black),495.00,130.00,Fashion,Men,Bags,http://srv-live.lazada.com.ph/p/image-051103-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsecurity-credit-card-wallet-black-301150.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAGMPPANPH-376063,Unbranded,Rechargeable Police Flashlight with Stun Gun Taser (Black) Set of 2,1000.00,436.11,Home & Living,Home Improvement,Flashlights,http://srv-live.lazada.com.ph/p/image-373903-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Frechargeable-police-flashlight-with-stun-gun-taser-black-set-of-2-309373.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAGMQBANPH-376085,Generic,Rechargeable Police Flashlight with Stun Gun Taser Set of 4 (Black),3000.00,847.89,Home & Living,Home Improvement,Flashlights,http://srv-live.lazada.com.ph/p/image-593903-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Frechargeable-police-flashlight-with-stun-gun-taser-set-of-4-black-309395.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAFCSYANPH-297227,Generic,Expandable Garden Hose up to 125 ft (Blue),840.00,330.00,Home & Living,Outdoor & Garden,Lawn & Garden,http://srv-live.lazada.com.ph/p/image-478942-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fexpandable-garden-hose-up-to-125-ft-blue-249874.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
TR652OTAGGFRANPH-364981,Travel Manila,Travel Manila Waterproof Packing Cubes (Gray) 5 Piece Set,1100.00,378.00,Travel & Luggage,Packing Organizers,,http://srv-live.lazada.com.ph/p/image-932103-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ftravel-manila-waterproof-packing-cubes-gray-5-piece-set-301239.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
AM896HLAFD98ANPH-298128,American Star,"American Star AS-283 8"" Rechargeable Fan (Red)",3325.00,1545.00,Home Appliances,Cooling & Heating,Fans,http://srv-live.lazada.com.ph/p/image-064052-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Famerican-star-as-283-8-rechargeable-fan-red-250460.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE032OTAGVQBANPH-390934,Unbranded,Elasticity Grid It Travel Organizer (Black),899.00,279.99,Travel & Luggage,Travel Accessories,,http://srv-live.lazada.com.ph/p/image-950123-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Felasticity-grid-it-travel-organizer-black-321059.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAGQ3YANPH-381176,Unbranded,Cotton Bath Towels Set of 4 (Multicolor),2796.00,594.16,Home & Living,Bath,"Towels, Mats & Robes",http://srv-live.lazada.com.ph/p/image-477313-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcotton-bath-towels-set-of-4-multicolor-313774.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526SPAGVU4ANPH-391093,Generic,Tire Valve Cap with LED Light (Blue),200.00,200.00,Automotive & Gadgets,,Wheels & Tires,http://srv-live.lazada.com.ph/p/image-691123-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ftire-valve-cap-with-led-light-blue-321196.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
IS157HBAGOZDANPH-379635,Ishigaki,Ishigaki Advanced Ultrawhite L-Glutathione 1000mg Bottle of 60 Set of 2,2995.00,1695.00,Health & Beauty,Food Supplements,,http://srv-live.lazada.com.ph/p/image-313213-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fishigaki-advanced-ultrawhite-l-glutathione-1000mg-bottle-of-60-set-of-2-312313.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
ST765ELAH4FRANPH-404449,Strontium,Strontium Class 10 16GB Micro SD Card with OTG Card Reader,599.00,399.95,Cameras,Camera Accessories,Memory cards,http://srv-live.lazada.com.ph/p/image-343233-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fstrontium-class-10-16gb-micro-sd-card-with-otg-card-reader-332343.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HBAGSQ6ANPH-385164,Unbranded,Invisible Tummy Trimmer,596.00,194.00,Fashion,Women,Clothing,http://srv-live.lazada.com.ph/p/image-661713-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Finvisible-tummy-trimmer-317166.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
CM944TBAGXVQANPH-394818,CMC,CMC Kiddy Matters Tower of Hanoi,299.75,299.75,"Toys, Kids & Babies",Toys,Educational Toys,http://srv-live.lazada.com.ph/p/image-648323-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcmc-kiddy-matters-tower-of-hanoi-323846.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526TBAHCZFANPH-409382,Unbranded,Castle Tent (Pink),2999.00,528.27,"Toys, Kids & Babies",Toys,Pretend Play,http://srv-live.lazada.com.ph/p/image-914343-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcastle-tent-pink-343419.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
